window,kind,baseline,changed,metric,mean_difference,mc_se,mc_low,mc_high,n_market_replications
training,correction,off/naive,off/hybrid,ks_pass,0.670094562647755,0.002903157578391751,0.6644043737941072,0.6757847515014028,1000
training,correction,off/naive,off/hybrid,ad_pass,0.6516122931442085,0.002666061311483511,0.6463868129737008,0.6568377733147163,1000
training,correction,off/naive,off/hybrid,w1,-0.42951824663623844,0.0013499367927616106,-0.4321641227500512,-0.42687237052242566,1000
training,correction,off/naive,off/hybrid,w1_standardized,-0.09055802481895539,0.0002833015458727787,-0.09111329584886603,-0.09000275378904475,1000
training,correction,off/naive,off/hybrid,abs_acf_mae25,-0.0001586341386512413,1.9990250219699513e-5,-0.00019781502908185235,-0.00011945324822063027,1000
training,correction,off/naive,off/hybrid,abs_acf_mae60,-6.83214621217854e-5,1.1456460875211733e-5,-9.077612543720041e-5,-4.5866798806370406e-5,1000
training,correction,off/naive,off/hybrid,raw_acf_mae25,1.3092862158254268e-6,7.328995051217805e-6,-1.3055544084561472e-5,1.5674116516212324e-5,1000
training,correction,off/naive,off/hybrid,kurtosis,-0.8281663054934657,0.016294035181219114,-0.8601026144486552,-0.7962299965382762,1000
training,correction,off/naive,off/hybrid,kurtosis_abs_error,0.5916965298091268,0.007842687971434045,0.5763248613851161,0.6070681982331375,1000
training,correction,off/naive,off/hybrid,variance_ratio_generator,-0.3326201431527838,0.0009713139480650265,-0.3345239184909913,-0.33071636781457636,1000
training,correction,off/naive,off/hybrid,variance_ratio_observed,-0.34486073593038263,0.0010081342579215968,-0.346836679075909,-0.3428847927848563,1000
training,correction,off/naive,off/hybrid,beta_abs_error,-0.0048974754961142565,1.119858683646597e-5,-0.00491942472631373,-0.004875526265914783,1000
training,correction,off/naive,off/hybrid,beta_effective_abs_error,-0.004898138551686697,1.1248808458569543e-5,-0.004920186216265493,-0.004876090887107901,1000
training,correction,off/naive,off/hybrid,r2_abs_error,-0.05392187981792249,0.000747325489602864,-0.05538663777754411,-0.05245712185830088,1000
training,correction,off/naive,off/hybrid,clipped,4.0189125295508273e-5,1.4330950498841508e-5,1.2100462317778918e-5,6.827778827323763e-5,1000
training,correction,off/naive,off/hybrid,tracker,0.004728132387706863,2.1953688768572727e-19,0.004728132387706863,0.004728132387706863,1000
training,correction,off/naive,off/hybrid,var99_rate,0.0021133657772786393,9.158384022340058e-6,0.002095415344594853,0.0021313162099624258,1000
training,correction,off/naive,off/hybrid,var95_rate,0.013157524072279221,3.9247271598844135e-5,0.013080599419945486,0.013234448724612956,1000
training,correction,market_only/naive,market_only/hybrid,ks_pass,0.6735697399527196,0.002894328193822759,0.6678968566928271,0.6792426232126122,1000
training,correction,market_only/naive,market_only/hybrid,ad_pass,0.6462600472813249,0.002724381548111757,0.6409202594470259,0.6515998351156239,1000
training,correction,market_only/naive,market_only/hybrid,w1,-0.4537019315065339,0.0020553088438988584,-0.4577303368405756,-0.4496735261724921,1000
training,correction,market_only/naive,market_only/hybrid,w1_standardized,-0.09562663949667792,0.0004308421240779271,-0.09647109005987066,-0.09478218893348518,1000
training,correction,market_only/naive,market_only/hybrid,abs_acf_mae25,-0.0035341798861014866,0.00020724596573290535,-0.003940381978937981,-0.003127977793264992,1000
training,correction,market_only/naive,market_only/hybrid,abs_acf_mae60,-0.002389754410952689,0.00013899510293093067,-0.0026621848126973133,-0.0021173240092080647,1000
training,correction,market_only/naive,market_only/hybrid,raw_acf_mae25,3.7201622772704464e-5,1.0334854269046832e-5,1.6945308405372676e-5,5.7457937140036256e-5,1000
training,correction,market_only/naive,market_only/hybrid,kurtosis,-0.8257777696861158,0.031195247566287873,-0.8869204549160401,-0.7646350844561915,1000
training,correction,market_only/naive,market_only/hybrid,kurtosis_abs_error,0.6460721808593481,0.02388240355466024,0.5992626698922141,0.6928816918264822,1000
training,correction,market_only/naive,market_only/hybrid,variance_ratio_generator,-0.3490616836968446,0.0014693996145330648,-0.3519417069413294,-0.34618166045235976,1000
training,correction,market_only/naive,market_only/hybrid,variance_ratio_observed,-0.361910178967841,0.001524534744970669,-0.3648982670679835,-0.3589220908676985,1000
training,correction,market_only/naive,market_only/hybrid,beta_abs_error,-0.005020152719818046,1.5976140001121215e-5,-0.005051465954220244,-0.004988839485415848,1000
training,correction,market_only/naive,market_only/hybrid,beta_effective_abs_error,-0.005064828350447368,1.5375430744018566e-5,-0.005094964194705644,-0.005034692506189091,1000
training,correction,market_only/naive,market_only/hybrid,r2_abs_error,-0.03760700020749687,0.0014421476579552133,-0.040433609617089084,-0.03478039079790465,1000
training,correction,market_only/naive,market_only/hybrid,clipped,0.0010945626477541375,0.00023785318364309113,0.0006283704078136789,0.0015607548876945961,1000
training,correction,market_only/naive,market_only/hybrid,tracker,0.004728132387706863,2.1953688768572727e-19,0.004728132387706863,0.004728132387706863,1000
training,correction,market_only/naive,market_only/hybrid,var99_rate,0.0021982012242546685,1.0198607547111596e-5,0.0021782119534623297,0.0022181904950470074,1000
training,correction,market_only/naive,market_only/hybrid,var95_rate,0.013609353018500569,5.0018845042546485e-5,0.013511316082217178,0.013707389954783959,1000
training,correction,market_and_assets/naive,market_and_assets/hybrid,ks_pass,0.5643026004728139,0.00268041484096659,0.5590489873845194,0.5695562135611084,1000
training,correction,market_and_assets/naive,market_and_assets/hybrid,ad_pass,0.5077257683215137,0.0023399549182763694,0.503139456681692,0.5123120799613354,1000
training,correction,market_and_assets/naive,market_and_assets/hybrid,w1,-0.45344993236527853,0.002035018404856352,-0.457438568438797,-0.44946129629176007,1000
training,correction,market_and_assets/naive,market_and_assets/hybrid,w1_standardized,-0.09557989274301139,0.0004265936264222384,-0.09641601625079897,-0.0947437692352238,1000
training,correction,market_and_assets/naive,market_and_assets/hybrid,abs_acf_mae25,-0.0014524238742856497,0.00017633258445492144,-0.0017980357398172957,-0.0011068120087540038,1000
training,correction,market_and_assets/naive,market_and_assets/hybrid,abs_acf_mae60,-0.0011026539791481015,0.00011777048682424951,-0.0013334841333236306,-0.0008718238249725724,1000
